chapter,div_no,div_name,code,descrip,nchs113,nchsti,type
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E869.9,Unspecified gases and vapors,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.0,Surgical operation,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.1,Infusion or transfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.2,Kidney dialysis or other perfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.3,Injection or vaccination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.4,Endoscopic examination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.5,"Aspiration of fluid or tissue, puncture, and catheterization [any,",94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.6,Heart catheterization,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.7,Administration of enema,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E870.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.0,Surgical operation,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.1,Infusion or transfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.2,Kidney dialysis or other perfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.3,Injection or vaccination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.4,Endoscopic examination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.5,"Aspiration of fluid or tissue, puncture, and catheterization [any,",94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.6,Heart catheterization,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.7,Removal of catheter or packing,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E871.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.0,Surgical operation,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.1,Infusion or transfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.2,Kidney dialysis and other perfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.3,Injection or vaccination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.4,Endoscopic examination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.5,"Aspiration of fluid or tissue, puncture, and catheterization [any,",94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.6,Heart catheterization,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E872.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.0,Excessive amount of blood or other fluid during transfusion or,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.1,Incorrect dilution of fluid during infusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.2,Overdose of radiation in therapy,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.3,Inadvertent exposure of patient to radiation during medical care,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.4,Failure in dosage in electroshock or insulin-shock therapy,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.5,Inappropriate [too hot or too cold] temperature in local application,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.6,Nonadministration of necessary drug or medicament,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E873.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.0,Surgical operation,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.1,Infusion and transfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.2,Kidney dialysis and other perfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.3,Endoscopic examination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.4,"Aspiration of fluid or tissue, puncture, and catheterization [any,",94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.5,Heart catheterization,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E874.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E875.0,Contaminated substance transfused or infused,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E875.1,Contaminated substance injected or used for vaccination,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E875.2,Contaminated drug or biological substance administered by other means,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E875.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E875.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.0,Mismatched blood in transfusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.1,Wrong fluid in infusion,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.2,Failure in suture and ligature during surgical operation,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.3,Endotracheal tube wrongly placed during anesthetic procedure,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.4,Failure to introduce or to remove other tube or instrument,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.5,Performance of inappropriate operation,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.8,Other specified misadventures,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E876.9,Unspecified misadventure,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.0,Surgical operation with transplant of whole organ,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.1,Surgical operation with implant of artificial internal device,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.2,"Surgical operation with anastomosis, bypass or graft, with natural",94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.3,Surgical operation with formation of external stoma,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.4,Other restorative surgery,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.5,Amputation of limb(s),94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.6,Removal of other organ (partial) (total),94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E878.9,Unspecified type of surgery,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.0,Cardiac catheterization,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.1,Kidney dialysis,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.2,Radiological procedure and radiotherapy,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.3,Shock therapy,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.4,Aspiration of fluid,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.5,Insertion of gastric or duodenal sound,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.6,Urinary catheterization,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.7,Blood sampling,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.8,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E879.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E880.0,Escalator,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E880.9,Other stairs or steps,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E881.0,Fall from ladder,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E881.1,Fall from scaffolding,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E883.0,Accident from diving or jumping into water [swimming pool],94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E883.1,Accidental fall into well,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E883.2,Accidental fall into storm drain or manhole,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E883.9,Fall into other hole or other opening in surface,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E884.0,Fall from playground equipment,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E884.1,Fall from cliff,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E884.2,Fall from chair or bed,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E884.9,Other fall from one level to another,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E886.0,In sports,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E886.9,Other and unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E890.0,Explosion caused by conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E890.1,Fumes from combustion of polyvinylchloride [PVC] and similar material,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E890.2,Other smoke and fumes from conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E890.3,Burning caused by conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E890.8,Other accident resulting from conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E890.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E891.0,Explosion caused by conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E891.1,Fumes from combustion of polyvinylchloride [PVC] and similar,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E891.2,Other smoke and fumes from conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E891.3,Burning caused by conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E891.8,Other accident resulting from conflagration,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E891.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E893.0,From controlled fire in private dwelling,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E893.1,From controlled fire in other building or structure,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E893.2,From controlled fire not in building or structure,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E893.8,From other sources,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E893.9,Unspecified,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E898.0,Burning bedclothes,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E898.1,Other,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E900.0,Due to weather conditions,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
"XVI.  SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",799,Other ill-defined and unknown causes of morbidity and mortality,E900.1,Of man-made origin,94,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Acute
