chapter,div_nos,div_name,code,descrip,year_add,year_del,mc_only
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S95.2,Injury of dorsal vein of foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S95.7,Injury of multiple blood vessels at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S95.8,Injury of other blood vessels at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S95.9,Injury of unspecified blood vessel of ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S96.0,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S96.1,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S96.2,Injury of intrinsic muscle and tendon at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S96.7,Injury of multiple muscles and tendons at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S96.8,Injury of other muscles and tendons at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S96.9,Injury of unspecified muscle and tendon at ankle and foot level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S97.0,Crushing injury of ankle,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S97.1,Crushing injury of toe(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S97.8,Crushing injury of other parts of ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S98.0,Traumatic amputation of foot at ankle level,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S98.1,Traumatic amputation of one toe,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S98.2,Traumatic amputation of two toes or more,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S98.3,Traumatic amputation of other parts of foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S98.4,"""Traumatic amputation of foot, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S99.7,Multiple injuries of ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S99.8,Other specified injuries of ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",S90-S99,Injuries to the ankle and foot,S99.9,Unspecified injury of ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T00.2,Superficial injuries involving multiple regions of upper limb(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T00.3,Superficial injuries involving multiple regions of lower limb(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T00.8,Superficial injuries involving other combinations of body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T00.9,"""Multiple superficial injuries, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T01.2,Open wounds involving multiple regions of upper limb(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T01.3,Open wounds involving multiple regions of lower limb(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T01.9,"""Multiple open wounds, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.1,Fractures involving thorax with lower back and pelvis,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.2,Fractures involving multiple regions of one upper limb,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.3,Fractures involving multiple regions of one lower limb,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.4,Fractures involving multiple regions of both upper limbs,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.5,Fractures involving multiple regions of both lower limbs,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.8,Fractures involving other combinations of body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T02.9,"""Multiple fractures, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T03.1,"""Dislocations, sprains, and strains involving thorax with lower back and pelvis""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T03.2,"""Dislocations, sprains, and strains involving multiple regions of upper limb(s)""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T03.3,"""Dislocations, sprains, and strains involving multiple regions of lower limb(s)""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T03.8,"""Dislocations, sprains, and strains involving other combinations of body regions""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T03.9,"""Multiple dislocations, sprains, and strains, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T04.1,"""Crushing injuries involving thorax with abdomen, lower back, and pelvis""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T04.2,Crushing injuries involving multiple regions of upper limb(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T04.3,Crushing injuries involving multiple regions of lower limb(s),1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T04.8,Crushing injuries involving other combinations of body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T04.9,"""Multiple crushing injuries, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T05.0,Traumatic amputation of both hands,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T05.2,Traumatic amputation of both arms [any level],1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T05.3,Traumatic amputation of both feet,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T05.5,Traumatic amputation of both legs [any level],1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T05.8,Traumatic amputations involving other combinations of body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T05.9,"""Multiple traumatic amputations, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T06.2,Injuries of nerves involving multiple body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T06.3,Injuries of blood vessels involving multiple body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T06.4,Injuries of muscles and tendons involving multiple body regions,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T00-T07,Injuries involving multiple body regions,T06.5,Injuries of intrathoracic organs with intra-abdominal and pelvic organs,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.0,"""Superficial injury of trunk, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.1,"""Open wound of trunk, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.2,"""Dislocation, sprain, and strain of unspecified joint and ligament of trunk""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.3,"""Injury of spinal cord, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.4,"""Injury of unspecified nerve, spinal nerve root, and plexus of trunk""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.5,Injury of unspecified muscle and tendon of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.6,"""Traumatic amputation of trunk, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.8,"""Other specified injuries of trunk, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T09.9,"""Unspecified injury of trunk, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.0,"""Superficial injury of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.1,"""Open wound of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.2,"""Dislocation, sprain, and strain of unspecified joint and ligament of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.3,"""Injury of unspecified nerve of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.4,"""Injury of unspecified blood vessel of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.5,"""Injury of unspecified muscle and tendon of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.6,"""Traumatic amputation of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.8,"""Other specified injuries of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T11.9,"""Unspecified injury of upper limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.0,"""Superficial injury of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.1,"""Open wound of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.2,"""Dislocation, sprain, and strain of unspecified joint and ligament of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.3,"""Injury of unspecified nerve of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.4,"""Injury of unspecified blood vessel of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.5,"""Injury of unspecified muscle and tendon of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.6,"""Traumatic amputation of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.8,"""Other specified injuries of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T13.9,"""Unspecified injury of lower limb, level unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.0,Superficial injury of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.1,Open wound of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.2,Fracture of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.3,"""Dislocation, sprain, and strain of unspecified body region""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.4,Injury of nerve(s) of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.5,Injury of blood vessel(s) of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.6,Injury of tendons and muscles of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.7,Crushing injury and traumatic amputation of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.8,Other injuries of unspecified body region,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T08-T14,"""Injuries to unspecified part of trunk, limb or body region""",T14.9,"""Injury, unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T15.0,Foreign body in cornea,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T15.1,Foreign body in conjunctival sac,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T15.8,Foreign body in other and multiple parts of external eye,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T15.9,"""Foreign body on external eye, part unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.0,Foreign body in nasal sinus,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.1,Foreign body in nostril,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.2,Foreign body in pharynx,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.3,Foreign body in larynx,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.4,Foreign body in trachea,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.5,Foreign body in bronchus,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.8,Foreign body in other and multiple parts of respiratory tract,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T17.9,"""Foreign body in respiratory tract, part unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.0,Foreign body in mouth,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.1,Foreign body in esophagus,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.2,Foreign body in stomach,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.3,Foreign body in small intestine,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.4,Foreign body in colon,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.5,Foreign body in anus and rectum,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.8,Foreign body in other and multiple parts of alimentary tract,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T18.9,"""Foreign body in alimentary tract, part unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T19.0,Foreign body in urethra,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T19.1,Foreign body in bladder,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T19.2,Foreign body in vulva and vagina,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T19.3,Foreign body in uterus [any part],1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T19.8,Foreign body in other and multiple parts of genitourinary tract,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T15-T19,Effects of foreign body entering through natural orifice,T19.9,"""Foreign body in genitourinary tract, part unspecified""",1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.0,Burn of unspecified degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.1,Burn of first degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.2,Burn of second degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.3,Burn of third degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.4,Corrosion of unspecified degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.5,Corrosion of first degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.6,Corrosion of second degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T20.7,Corrosion of third degree of head and neck,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.0,Burn of unspecified degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.1,Burn of first degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.2,Burn of second degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.3,Burn of third degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.4,Corrosion of unspecified degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.5,Corrosion of first degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.6,Corrosion of second degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T21.7,Corrosion of third degree of trunk,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.0,Burn of unspecified degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.1,Burn of first degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.2,Burn of second degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.3,Burn of third degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.4,Corrosion of unspecified degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.5,Corrosion of first degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.6,Corrosion of second degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T22.7,Corrosion of third degree of shoulder and upper limb except wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.0,Burn of unspecified degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.1,Burn of first degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.2,Burn of second degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.3,Burn of third degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.4,Corrosion of unspecified degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.5,Corrosion of first degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.6,Corrosion of second degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T23.7,Corrosion of third degree of wrist and hand,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.0,Burn of unspecified degree of hip and lower limb except ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.1,Burn of first degree of hip and lower limb except ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.2,Burn of second degree of hip and lower limb except ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.3,Burn of third degree of hip and lower limb except ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.4,Corrosion of unspecified degree of hip and lower limb except ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.5,Corrosion of first degree of hip and lower limb except ankle and foot,1999,0,1
"S00-T98	""XIX. Injury, poisoning and certain other consequences of external causes""",T20-T25,"""Burns and corrosions of external body surface, specified by site""",T24.6,Corrosion of second degree of hip and lower limb except ankle and foot,1999,0,1
